id,listtype,list,listnum,category,letter,itemnum,response,rt,semantic,phonological,overlap,hard_switch,soft_switch,any_switch,cue_combo,cue_valid,condition
R_3PUhVEdBnaBaC9z,conj_3,conj,3,animals,f,2,frog,876,yes,yes,yes,no,no,no,both,yes,conjunctive
R_3PUhVEdBnaBaC9z,conj_3,conj,3,animals,f,3,fish,16482,yes,yes,yes,no,no,no,both,yes,conjunctive
R_3PUhVEdBnaBaC9z,conj_3,conj,3,animals,f,4,flounder,20486,yes,yes,yes,no,no,no,both,yes,conjunctive
R_3PUhVEdBnaBaC9z,conj_3,conj,3,animals,f,5,ferret,10816,yes,yes,yes,no,no,no,both,yes,conjunctive
R_3PUhVEdBnaBaC9z,conj_4,conj,4,toys,p,1,pen fidget toy,48580,no,yes,no,no,no,no,letter_only,yes,conjunctive
R_3PUhVEdBnaBaC9z,conj_4,conj,4,toys,p,2,penthouse barbie,11196,no,yes,no,no,no,no,letter_only,yes,conjunctive
R_3Qxsl2iQQ1InLgi,semantic_5,semantic,5,instruments,,1,asdfasdfa,2689,no,no,no,no,no,no,neither,no,semantic
R_3Qxsl2iQQ1InLgi,semantic_5,semantic,5,instruments,,2,sdfasdf,444,no,no,no,no,no,no,neither,no,semantic
R_3Qxsl2iQQ1InLgi,semantic_5,semantic,5,instruments,,3,asd,346,no,no,no,no,no,no,neither,no,semantic
R_3Qxsl2iQQ1InLgi,semantic_5,semantic,5,instruments,,4,asdf,291,no,no,no,no,no,no,neither,no,semantic
R_3Qxsl2iQQ1InLgi,semantic_5,semantic,5,instruments,,5,asdf,309,no,no,no,no,no,no,neither,no,semantic
R_3Qxsl2iQQ1InLgi,semantic_5,semantic,5,instruments,,6,asdf,313,no,no,no,no,no,no,neither,no,semantic
R_3Qxsl2iQQ1InLgi,semantic_5,semantic,5,instruments,,7,asf,269,no,no,no,no,no,no,neither,no,semantic
R_3Qxsl2iQQ1InLgi,semantic_5,semantic,5,instruments,,8,asdf,375,no,no,no,no,no,no,neither,no,semantic
R_3Qxsl2iQQ1InLgi,semantic_5,semantic,5,instruments,,9,asdf,325,no,no,no,no,no,no,neither,no,semantic
R_3Qxsl2iQQ1InLgi,semantic_5,semantic,5,instruments,,10,clarinet,3893,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3Qxsl2iQQ1InLgi,semantic_5,semantic,5,instruments,,11,trumpet,741,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3Qxsl2iQQ1InLgi,semantic_5,semantic,5,instruments,,12,trombone,896,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3Qxsl2iQQ1InLgi,semantic_5,semantic,5,instruments,,13,cymbal,3595,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3Qxsl2iQQ1InLgi,semantic_5,semantic,5,instruments,,14,drum,1741,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3Qxsl2iQQ1InLgi,semantic_5,semantic,5,instruments,,15,violin,977,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3Qxsl2iQQ1InLgi,semantic_5,semantic,5,instruments,,16,viola,1128,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3Qxsl2iQQ1InLgi,semantic_5,semantic,5,instruments,,17,saxophone,3332,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3Qxsl2iQQ1InLgi,semantic_5,semantic,5,instruments,,18,oboe,1292,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3Qxsl2iQQ1InLgi,semantic_5,semantic,5,instruments,,19,flute,1783,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3Qxsl2iQQ1InLgi,semantic_5,semantic,5,instruments,,20,piccolo,2088,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3Qxsl2iQQ1InLgi,semantic_5,semantic,5,instruments,,21,cello,13289,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3Qxsl2iQQ1InLgi,semantic_5,semantic,5,instruments,,22,piano,1455,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3Qxsl2iQQ1InLgi,semantic_5,semantic,5,instruments,,23,organ,1911,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3Qxsl2iQQ1InLgi,semantic_5,semantic,5,instruments,,24,kalimba,6720,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3Qxsl2iQQ1InLgi,semantic_6,semantic,6,tools,,1,hammer,4003,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3Qxsl2iQQ1InLgi,semantic_6,semantic,6,tools,,2,screwdriver,2274,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3Qxsl2iQQ1InLgi,semantic_6,semantic,6,tools,,3,saw,2959,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3Qxsl2iQQ1InLgi,semantic_6,semantic,6,tools,,4,ruler,2284,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3Qxsl2iQQ1InLgi,semantic_6,semantic,6,tools,,5,level,773,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3Qxsl2iQQ1InLgi,semantic_6,semantic,6,tools,,6,sander,17242,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3Qxsl2iQQ1InLgi,semantic_6,semantic,6,tools,,7,hammer,7321,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3Qxsl2iQQ1InLgi,semantic_6,semantic,6,tools,,8,nail,608,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3Qxsl2iQQ1InLgi,semantic_6,semantic,6,tools,,9,screw,823,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3Qxsl2iQQ1InLgi,phono_5,phono,5,,n,1,nest,4465,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_5,phono,5,,n,2,neck,739,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_5,phono,5,,n,3,nimble,2037,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_5,phono,5,,n,4,night,2661,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_5,phono,5,,n,5,nifty,2238,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_5,phono,5,,n,6,nerd,4432,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_5,phono,5,,n,7,nestle,4037,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_5,phono,5,,n,8,negative,3396,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_5,phono,5,,n,9,nightmare,5241,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_5,phono,5,,n,10,nightengale,8548,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_5,phono,5,,n,11,nose,3321,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_5,phono,5,,n,12,nosy,7054,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_5,phono,5,,n,13,noel,6702,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_6,phono,6,,a,1,apple,2665,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_6,phono,6,,a,2,alphabet,1617,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_6,phono,6,,a,3,admit,5859,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_6,phono,6,,a,4,admire,885,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_6,phono,6,,a,5,adlib,1546,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_6,phono,6,,a,6,adjunct,5217,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_6,phono,6,,a,7,adjucate,2421,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_6,phono,6,,a,8,adjacent,1793,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_6,phono,6,,a,9,aardvark,4314,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_6,phono,6,,a,10,any,2395,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_6,phono,6,,a,11,anything,993,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_6,phono,6,,a,12,anytime,926,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_6,phono,6,,a,13,aim,1511,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_6,phono,6,,a,14,ail,2278,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_6,phono,6,,a,15,and,1763,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_6,phono,6,,a,16,art,748,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_6,phono,6,,a,17,ant,1887,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_6,phono,6,,a,18,aunt,1122,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_6,phono,6,,a,19,able,5338,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_6,phono,6,,a,20,altitude,6611,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_6,phono,6,,a,21,attitude,1199,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_6,phono,6,,a,22,attic,1894,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,phono_6,phono,6,,a,23,adapt,3569,no,yes,no,no,no,no,letter_only,yes,phonological
R_3Qxsl2iQQ1InLgi,disj_5,disj,5,animals,f,1,fist,3440,no,yes,no,no,no,no,letter_only,yes,disjunctive
R_3Qxsl2iQQ1InLgi,disj_5,disj,5,animals,f,2,finger,783,no,yes,no,no,no,no,letter_only,yes,disjunctive
R_3Qxsl2iQQ1InLgi,disj_5,disj,5,animals,f,3,finite,1029,no,yes,no,no,no,no,letter_only,yes,disjunctive
R_3Qxsl2iQQ1InLgi,disj_5,disj,5,animals,f,4,fill,1143,no,yes,no,no,no,no,letter_only,yes,disjunctive
R_3Qxsl2iQQ1InLgi,disj_5,disj,5,animals,f,5,fist,1092,no,yes,no,no,no,no,letter_only,yes,disjunctive
R_3Qxsl2iQQ1InLgi,disj_5,disj,5,animals,f,6,finch,3077,yes,yes,yes,no,yes,yes,both,yes,disjunctive
R_3Qxsl2iQQ1InLgi,disj_5,disj,5,animals,f,7,flick,4416,no,yes,no,no,no,no,letter_only,yes,disjunctive
R_3Qxsl2iQQ1InLgi,disj_5,disj,5,animals,f,8,flip,1030,no,yes,no,no,no,no,letter_only,yes,disjunctive
R_3Qxsl2iQQ1InLgi,disj_5,disj,5,animals,f,9,flop,1132,no,yes,no,no,no,no,letter_only,yes,disjunctive
R_3Qxsl2iQQ1InLgi,disj_5,disj,5,animals,f,10,flutter,2233,no,yes,no,no,no,no,letter_only,yes,disjunctive
R_3Qxsl2iQQ1InLgi,disj_5,disj,5,animals,f,11,filter,3254,no,yes,no,no,no,no,letter_only,yes,disjunctive
R_3Qxsl2iQQ1InLgi,disj_5,disj,5,animals,f,12,fill,1625,no,yes,no,no,no,no,letter_only,yes,disjunctive
R_3Qxsl2iQQ1InLgi,disj_5,disj,5,animals,f,13,flimsy,7532,no,yes,no,no,no,no,letter_only,yes,disjunctive
R_3Qxsl2iQQ1InLgi,disj_5,disj,5,animals,f,14,flack,1865,no,yes,no,no,no,no,letter_only,yes,disjunctive
R_3Qxsl2iQQ1InLgi,disj_5,disj,5,animals,f,15,flan,693,no,yes,no,no,no,no,letter_only,yes,disjunctive
R_3Qxsl2iQQ1InLgi,disj_5,disj,5,animals,f,16,bluejay,5284,yes,no,no,yes,no,yes,semantic_only,yes,disjunctive
R_3Qxsl2iQQ1InLgi,disj_5,disj,5,animals,f,17,cardinal,1328,yes,no,no,no,no,no,semantic_only,yes,disjunctive
R_3Qxsl2iQQ1InLgi,disj_5,disj,5,animals,f,18,eagle,647,yes,no,no,no,no,no,semantic_only,yes,disjunctive
R_3Qxsl2iQQ1InLgi,disj_5,disj,5,animals,f,19,hawk,613,yes,no,no,no,no,no,semantic_only,yes,disjunctive
R_3Qxsl2iQQ1InLgi,disj_5,disj,5,animals,f,20,bear,5028,yes,no,no,no,no,no,semantic_only,yes,disjunctive
R_3Qxsl2iQQ1InLgi,disj_5,disj,5,animals,f,21,cow,2784,yes,no,no,no,no,no,semantic_only,yes,disjunctive
R_3Qxsl2iQQ1InLgi,disj_5,disj,5,animals,f,22,cat,741,yes,no,no,no,no,no,semantic_only,yes,disjunctive
R_3Qxsl2iQQ1InLgi,disj_5,disj,5,animals,f,23,dog,1749,yes,no,no,no,no,no,semantic_only,yes,disjunctive
R_3Qxsl2iQQ1InLgi,disj_5,disj,5,animals,f,24,wolf,2260,yes,no,no,no,no,no,semantic_only,yes,disjunctive
R_3Qxsl2iQQ1InLgi,conj_5,conj,5,clothing,s,1,shirt,2339,yes,yes,yes,no,no,no,both,yes,conjunctive
R_3Qxsl2iQQ1InLgi,conj_5,conj,5,clothing,s,2,skirt,608,yes,yes,yes,no,no,no,both,yes,conjunctive
R_3Qxsl2iQQ1InLgi,conj_5,conj,5,clothing,s,3,socks,1134,yes,yes,yes,no,no,no,both,yes,conjunctive
R_3Qxsl2iQQ1InLgi,conj_5,conj,5,clothing,s,4,sweater,2221,yes,yes,yes,no,no,no,both,yes,conjunctive
R_3Qxsl2iQQ1InLgi,conj_5,conj,5,clothing,s,5,shoes,5648,yes,yes,yes,no,no,no,both,yes,conjunctive
R_3Qxsl2iQQ1InLgi,conj_5,conj,5,clothing,s,6,sneakers,1397,yes,yes,yes,no,no,no,both,yes,conjunctive
R_3Qxsl2iQQ1InLgi,conj_5,conj,5,clothing,s,7,swimsuit,8577,yes,yes,yes,no,no,no,both,yes,conjunctive
R_3Qxsl2iQQ1InLgi,conj_5,conj,5,clothing,s,8,singlet,14904,yes,yes,yes,no,no,no,both,yes,conjunctive
R_3RUlQWYgYzATDt6,semantic_3,semantic,3,furniture,,1,chair,2835,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3RUlQWYgYzATDt6,semantic_3,semantic,3,furniture,,2,table,2348,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3RUlQWYgYzATDt6,semantic_3,semantic,3,furniture,,3,bed,1074,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3RUlQWYgYzATDt6,semantic_3,semantic,3,furniture,,4,bean bag,3765,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3RUlQWYgYzATDt6,semantic_3,semantic,3,furniture,,5,coffee table,3197,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3RUlQWYgYzATDt6,semantic_3,semantic,3,furniture,,6,desk,24768,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3RUlQWYgYzATDt6,semantic_3,semantic,3,furniture,,7,sofa,1830,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3RUlQWYgYzATDt6,semantic_3,semantic,3,furniture,,8,lamp,16099,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3RUlQWYgYzATDt6,semantic_3,semantic,3,furniture,,9,tv,1643,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3RUlQWYgYzATDt6,semantic_4,semantic,4,bodyparts,,1,hands,2648,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3RUlQWYgYzATDt6,semantic_4,semantic,4,bodyparts,,2,toes,957,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3RUlQWYgYzATDt6,semantic_4,semantic,4,bodyparts,,3,arms,962,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3RUlQWYgYzATDt6,semantic_4,semantic,4,bodyparts,,4,legs,1086,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3RUlQWYgYzATDt6,semantic_4,semantic,4,bodyparts,,5,stomach,2487,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3RUlQWYgYzATDt6,semantic_4,semantic,4,bodyparts,,6,head,978,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3RUlQWYgYzATDt6,semantic_4,semantic,4,bodyparts,,7,feet,2215,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3RUlQWYgYzATDt6,semantic_4,semantic,4,bodyparts,,8,thighs,6366,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3RUlQWYgYzATDt6,semantic_4,semantic,4,bodyparts,,9,heary\,3394,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3RUlQWYgYzATDt6,semantic_4,semantic,4,bodyparts,,10,heart,1943,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3RUlQWYgYzATDt6,semantic_4,semantic,4,bodyparts,,11,ears,4005,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3RUlQWYgYzATDt6,semantic_4,semantic,4,bodyparts,,12,butt,6066,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3RUlQWYgYzATDt6,semantic_4,semantic,4,bodyparts,,13,thighs,15901,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3RUlQWYgYzATDt6,semantic_4,semantic,4,bodyparts,,14,nose,8958,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3RUlQWYgYzATDt6,semantic_4,semantic,4,bodyparts,,15,eyes,857,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3TsJghSCkHXHkg3,semantic_1,semantic,1,clothing,,1,shirt,8297,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3TsJghSCkHXHkg3,semantic_1,semantic,1,clothing,,2,pants,2463,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3TsJghSCkHXHkg3,semantic_1,semantic,1,clothing,,3,shoes,1077,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3TsJghSCkHXHkg3,semantic_1,semantic,1,clothing,,4,scarf,2289,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3TsJghSCkHXHkg3,semantic_1,semantic,1,clothing,,5,sweatshirt,6327,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3TsJghSCkHXHkg3,semantic_1,semantic,1,clothing,,6,sweater,3072,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3TsJghSCkHXHkg3,semantic_1,semantic,1,clothing,,7,jeans,4556,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3TsJghSCkHXHkg3,semantic_1,semantic,1,clothing,,8,socks,4991,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3TsJghSCkHXHkg3,semantic_1,semantic,1,clothing,,9,hat,2843,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3TsJghSCkHXHkg3,semantic_1,semantic,1,clothing,,10,tank top,3879,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3TsJghSCkHXHkg3,semantic_1,semantic,1,clothing,,11,bra,4083,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3TsJghSCkHXHkg3,semantic_1,semantic,1,clothing,,12,shorts,4935,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3TsJghSCkHXHkg3,semantic_1,semantic,1,clothing,,13,crewneck,4952,no,no,no,no,no,no,neither,no,semantic
R_3TsJghSCkHXHkg3,semantic_2,semantic,2,food,,1,apple,2970,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3TsJghSCkHXHkg3,semantic_2,semantic,2,food,,2,pasta,2142,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3TsJghSCkHXHkg3,semantic_2,semantic,2,food,,3,pizza,9693,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3TsJghSCkHXHkg3,semantic_2,semantic,2,food,,4,eggs,3740,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3TsJghSCkHXHkg3,semantic_2,semantic,2,food,,5,blueberries,8494,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3TsJghSCkHXHkg3,semantic_2,semantic,2,food,,6,oranges,3404,no,no,no,no,no,no,neither,no,semantic
R_3TsJghSCkHXHkg3,semantic_2,semantic,2,food,,7,peas,9065,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3TsJghSCkHXHkg3,semantic_2,semantic,2,food,,8,carrot,4793,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3TsJghSCkHXHkg3,semantic_2,semantic,2,food,,9,lentil,4251,no,no,no,no,no,no,neither,no,semantic
R_3TsJghSCkHXHkg3,semantic_2,semantic,2,food,,10,soup,8347,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3TsJghSCkHXHkg3,semantic_2,semantic,2,food,,11,toast,3016,no,no,no,no,no,no,neither,no,semantic
R_3TsJghSCkHXHkg3,phono_1,phono,1,,f,1,free,4456,no,yes,no,no,no,no,letter_only,yes,phonological
R_3TsJghSCkHXHkg3,phono_1,phono,1,,f,2,freedom,2109,no,yes,no,no,no,no,letter_only,yes,phonological
R_3TsJghSCkHXHkg3,phono_1,phono,1,,f,3,fun,5012,no,yes,no,no,no,no,letter_only,yes,phonological
R_3TsJghSCkHXHkg3,phono_1,phono,1,,f,4,funny,1752,no,yes,no,no,no,no,letter_only,yes,phonological
R_3TsJghSCkHXHkg3,phono_1,phono,1,,f,5,forensic,3108,no,yes,no,no,no,no,letter_only,yes,phonological
R_3TsJghSCkHXHkg3,phono_1,phono,1,,f,6,forward,3347,no,yes,no,no,no,no,letter_only,yes,phonological
R_3TsJghSCkHXHkg3,phono_1,phono,1,,f,7,friend,24020,no,yes,no,no,no,no,letter_only,yes,phonological
R_3TsJghSCkHXHkg3,phono_1,phono,1,,f,8,forclose,3392,no,yes,no,no,no,no,letter_only,yes,phonological
R_3TsJghSCkHXHkg3,phono_2,phono,2,,p,1,purple,3264,no,yes,no,no,no,no,letter_only,yes,phonological
R_3TsJghSCkHXHkg3,phono_2,phono,2,,p,2,pinapple,2665,no,yes,no,no,no,no,letter_only,yes,phonological
R_3TsJghSCkHXHkg3,phono_2,phono,2,,p,3,princess,3438,no,yes,no,no,no,no,letter_only,yes,phonological
R_3TsJghSCkHXHkg3,phono_2,phono,2,,p,4,prince,3998,no,yes,no,no,no,no,letter_only,yes,phonological
R_3TsJghSCkHXHkg3,phono_2,phono,2,,p,5,place,2602,no,yes,no,no,no,no,letter_only,yes,phonological
R_3TsJghSCkHXHkg3,phono_2,phono,2,,p,6,plant,2841,no,yes,no,no,no,no,letter_only,yes,phonological
R_3TsJghSCkHXHkg3,phono_2,phono,2,,p,7,portfolio,14837,no,yes,no,no,no,no,letter_only,yes,phonological
R_3TsJghSCkHXHkg3,phono_2,phono,2,,p,8,prme,10396,no,yes,no,no,no,no,letter_only,yes,phonological
R_3TsJghSCkHXHkg3,phono_2,phono,2,,p,9,prime,2660,no,yes,no,no,no,no,letter_only,yes,phonological
R_3TsJghSCkHXHkg3,phono_2,phono,2,,p,10,port,1331,no,yes,no,no,no,no,letter_only,yes,phonological
R_3TsJghSCkHXHkg3,phono_2,phono,2,,p,11,pleasure,3879,no,yes,no,no,no,no,letter_only,yes,phonological
R_3TsJghSCkHXHkg3,phono_2,phono,2,,p,12,pea,7142,no,yes,no,no,no,no,letter_only,yes,phonological
R_3TsJghSCkHXHkg3,disj_1,disj,1,furniture,n,1,number,5360,no,yes,no,no,no,no,letter_only,yes,disjunctive
R_3TsJghSCkHXHkg3,disj_1,disj,1,furniture,n,2,couch,7131,yes,no,no,yes,no,yes,semantic_only,yes,disjunctive
R_3TsJghSCkHXHkg3,disj_1,disj,1,furniture,n,3,lamp,2870,yes,no,no,no,no,no,semantic_only,yes,disjunctive
R_3TsJghSCkHXHkg3,disj_1,disj,1,furniture,n,4,chair,1410,yes,no,no,no,no,no,semantic_only,yes,disjunctive
R_3TsJghSCkHXHkg3,disj_1,disj,1,furniture,n,5,normal,1693,no,yes,no,yes,no,yes,letter_only,yes,disjunctive
R_3TsJghSCkHXHkg3,disj_1,disj,1,furniture,n,6,near,4397,no,yes,no,no,no,no,letter_only,yes,disjunctive
R_3TsJghSCkHXHkg3,disj_1,disj,1,furniture,n,7,bed,3720,yes,no,no,yes,no,yes,semantic_only,yes,disjunctive
R_3TsJghSCkHXHkg3,disj_1,disj,1,furniture,n,8,normal,7119,no,yes,no,yes,no,yes,letter_only,yes,disjunctive
R_3TsJghSCkHXHkg3,disj_1,disj,1,furniture,n,9,name,8869,no,yes,no,no,no,no,letter_only,yes,disjunctive
R_3TsJghSCkHXHkg3,disj_2,disj,2,bodyparts,a,1,elbow,5746,yes,no,no,no,no,no,semantic_only,yes,disjunctive
R_3TsJghSCkHXHkg3,disj_2,disj,2,bodyparts,a,2,leg,1415,yes,no,no,no,no,no,semantic_only,yes,disjunctive
R_3TsJghSCkHXHkg3,disj_2,disj,2,bodyparts,a,3,ear,965,yes,no,no,no,no,no,semantic_only,yes,disjunctive
R_3TsJghSCkHXHkg3,disj_2,disj,2,bodyparts,a,4,eye,803,yes,no,no,no,no,no,semantic_only,yes,disjunctive
R_3TsJghSCkHXHkg3,disj_2,disj,2,bodyparts,a,5,apple,3419,no,yes,no,yes,no,yes,letter_only,yes,disjunctive
R_3TsJghSCkHXHkg3,disj_2,disj,2,bodyparts,a,6,able,2054,no,yes,no,no,no,no,letter_only,yes,disjunctive
R_3TsJghSCkHXHkg3,disj_2,disj,2,bodyparts,a,7,nose,3697,yes,no,no,yes,no,yes,semantic_only,yes,disjunctive
R_3TsJghSCkHXHkg3,disj_2,disj,2,bodyparts,a,8,knee,4986,yes,no,no,no,no,no,semantic_only,yes,disjunctive
R_3TsJghSCkHXHkg3,disj_2,disj,2,bodyparts,a,9,foot,3373,yes,no,no,no,no,no,semantic_only,yes,disjunctive
R_3TsJghSCkHXHkg3,disj_2,disj,2,bodyparts,a,10,forearm,20320,yes,no,no,no,no,no,semantic_only,yes,disjunctive
R_3TsJghSCkHXHkg3,conj_2,conj,2,tools,h,1,hammer,3042,yes,yes,yes,no,no,no,both,yes,conjunctive
R_3TsJghSCkHXHkg3,conj_2,conj,2,tools,h,2,hinge,54896,no,yes,no,no,no,no,letter_only,yes,conjunctive
R_3WiexRfrP0lczwl,semantic_1,semantic,1,clothing,,1,shirt,14405,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3WiexRfrP0lczwl,semantic_1,semantic,1,clothing,,2,jacket,5137,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3WiexRfrP0lczwl,semantic_1,semantic,1,clothing,,3,pants,12695,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3WiexRfrP0lczwl,semantic_1,semantic,1,clothing,,4,sweatpants,16060,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3WiexRfrP0lczwl,semantic_1,semantic,1,clothing,,5,tank top,5400,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3WiexRfrP0lczwl,semantic_1,semantic,1,clothing,,6,gloves,3191,no,no,no,no,no,no,neither,no,semantic
R_3WiexRfrP0lczwl,semantic_2,semantic,2,food,,1,eggs,11155,yes,no,no,no,no,no,semantic_only,yes,semantic
R_3WiexRfrP0lczwl,semantic_2,semantic,2,food,,2,milk,1102,no,no,no,no,no,no,neither,no,semantic
R_3WiexRfrP0lczwl,semantic_2,semantic,2,food,,3,water,4268,no,no,no,no,no,no,neither,no,semantic
